"DeathRate","Perc_OnlyPrivate","Perc_Private","Perc_Poverty","Perc_MarriedHouse","Avg_Cases","Mean_Male","Mean_Female","BirthRate","Perc_Married","Perc_Unemployed16","Perc_HighSchool25","Perc_HighSchool18_24","Perc_Col18_24","Perc_Bach25","Perc_Emp16","Avg_DeathPerYear","Mean_Income","IncidenceRate"
159.2,NA,76.6,13.2,52.00990932,789,36.2,39.1,4.699355673,51.4,7.6,25.6,20.3,NA,19.4,56.9,295,59382,437.3
-999,NA,84,5,59.86962292,2795,40.8,43.3,3.635690867,56.7,6.3,22.5,25.9,NA,29.8,64.7,884,100511,488.5
179.8,51.7,69.4,14.4,51.05653591,238,38.8,39.8,9.392150771,53.4,6.5,39.4,46.9,NA,12.4,60,95,52978,459.2
151.8,54.6,73,9.7,51.77868993,551,40.2,43.6,5.649660209,52,6.6,26.9,31.2,NA,18.9,59.9,168,55592,521.2
171.5,NA,65.5,15.6,56.79236711,56,41.3,44.9,6.274356976,53.7,12.2,37.5,45,38.2,8.8,51.3,26,48413,370.9
193.6,44.2,53.9,27.9,26.74611467,1619,34.7,36.1,5.131693567,30,10.3,23.2,26.3,NA,20,NA,680,35468,466
168.9,47.1,57.2,20.7,51.85212235,2718,32.4,34.6,6.148432798,47.9,13.7,26.4,30.8,NA,12.5,52.7,1065,51527,432.1
221.7,34.6,51.1,27.8,47.72943576,222,43.1,45.1,6.348580442,51.1,11.1,46.6,63.7,NA,6.4,48.8,106,30860,469.2
157,51.6,70.7,13,43.45582911,860,44.4,47.1,4.573604784,45.6,8.9,31.7,27.9,NA,17.8,57.4,313,49890,464.3
185.8,46.7,61.6,20.3,51.76954733,35,45.4,44,5.968928863,52.2,8.4,47.6,31.6,NA,7.8,47.9,14,38600,455.3
177.5,52.5,70.9,13.3,56.30872483,88,42.4,44.3,4.970178926,58,7.5,51.1,48.8,NA,8,55.4,34,48084,458.9
269.2,42.1,54.3,25.9,56.87054533,98,39,41.3,3.753424658,57.2,7.8,41.5,39.7,NA,6.2,42.6,49,32835,524.8
173.7,NA,63.8,12.6,47.77908805,128,40.3,40.8,3.897685749,49.1,4.3,28.6,34.7,NA,24.3,64.6,48,49142,461.6
145.4,56,68.3,16.1,47.95784899,1225,35.9,38.3,4.539151472,44.9,7.6,15.5,21.9,NA,23.2,59.4,396,64257,450.4
135.4,55.2,78.5,9.6,48.48143982,83,44.5,48.5,3.505447655,55.2,3.7,35.6,41.2,NA,14.4,62.6,29,52894,438.1
176.4,49,67.4,14.7,51.27585686,109,44.2,47.1,5.300353357,52.3,6.5,42.7,48.5,NA,10.1,55.6,43,43562,466.4
175.4,49.9,66.2,17.5,59.43985396,291,39.6,41.9,6.894123171,59,7.7,33.4,33.3,NA,8.6,48.4,120,45567,429.9
191.2,45.6,66.3,18.6,57.17325767,158,44.6,46.2,4.687789513,62.1,7.9,36.4,38.3,40.3,7.9,47.8,69,38013,432.6
169.9,64.7,81.9,8,56.59293338,1302,38.6,41.3,6.156408818,54.7,6.4,28.1,35.9,42.6,20.2,64.2,450,79403,485.5
192,46.8,60.6,19.5,53.03021379,258,39,42,5.4866708,55.8,7.6,41.5,39.6,NA,9,54.8,102,37666,502.2
193.3,NA,66.5,16.6,52.38235946,198,40.8,42.5,4.830100247,54.4,9.8,40.6,37.9,NA,7.7,47,78,41574,487.4
160.5,50.3,68.5,15.7,61.0073571,29,50.4,52.3,3.808180536,62.7,3.3,34.8,23.6,38.5,18.3,49.8,11,42704,447.3
143,NA,78.6,14.7,57.18283582,17,45.5,49.4,5,61.8,3.4,38.8,23.9,NA,12.6,65.3,5,46281,521.4
158.9,NA,69.4,15.8,43.36607756,463,33.9,35.7,3.76216968,45.2,8.2,22.7,26.4,NA,25.4,64.1,173,44716,420.1
169.7,43.9,57.4,25.4,45.14172336,253,37.1,39.7,4.598218303,45,6.6,43.6,41.3,NA,7.7,45.5,98,35807,451.7
222.7,41.3,56.5,22.8,50.20147284,111,37,39,3.728510828,46.2,9.2,42.3,51.4,NA,6,39.3,49,40668,482.7
168.7,63.4,76.6,9.8,59.8932859,27,31.9,33.4,12.66766021,60.8,3.8,37.2,29.9,NA,14,62.8,11,50818,421.4
168.7,56.9,73.9,9.9,53.28351089,173,42,42.5,4.312372589,56.9,3.4,27.2,37.1,50.2,19.3,60.2,65,54716,458.1
173,53.2,69.1,15.2,54.4314684,275,37.3,38.7,6.91088967,50,10.4,38.1,39.4,NA,10.6,52.8,110,48681,417.8
144.9,54.4,73,13.4,54.37784929,227,37.4,40.6,4.739182301,47,6.1,41.2,16.2,NA,12.3,46.7,81,47996,432.9
191.4,51.7,64.4,9.9,52.05980066,36,36.4,36.8,5.470675209,46.5,10.7,27.2,44.6,NA,19.7,59.3,13,73998,417.3
179,39.5,54.8,19.1,50.08125909,164,41.5,45,3.991528185,50.7,9.2,44,43,NA,9.7,49.3,80,39256,374.4
102.1,NA,56.7,11.3,47.18711781,45,40.2,36.1,1.991310644,42.2,13.4,16.8,37.1,30.2,23.1,61.1,13,59181,320.8
149.1,NA,70.7,12.4,51.84020956,102,34.7,36.9,6.872775801,53.1,3.7,31,22.4,NA,12.3,67.6,39,50719,426.3
195.8,57.2,71.7,10.7,55.26933702,204,38.8,40.9,7.373761208,55.1,7.4,43.4,34,46.1,11.2,NA,89,49832,466.3
171.6,54.4,71.7,15,46.64695662,1962.667684,37.4,40.1,5.852417303,49.5,6.8,31.1,31.4,NA,18.7,60.2,374,52795,453.5494221
190.1,NA,57.7,12.8,48.81261304,538,29.8,31.8,10.58379177,49.1,5.2,28.7,37.2,NA,10.6,64.1,230,55555,436.4
189.9,34.1,50.3,25.8,37.33487833,145,44.2,49.7,2.454590083,38.6,15.9,35.9,33.9,41.7,7.2,41.3,61,32063,452.7
142.2,NA,80.2,9.1,61.39920858,1060,33.9,35.7,5.371555803,56.6,6.1,28.9,24.3,57.3,20.9,63.8,384,60577,404.1
140.5,33.7,46.4,29,42.81697684,124,35.8,40.6,5.698070375,42.8,11.5,40.3,32.4,NA,6.4,44.7,37,32318,479.6
207.3,37.6,50.9,20.6,47.64763538,222,33.3,36.2,5.833404093,46,7.9,31.1,29,NA,14.9,50.4,106,38027,438.1
163.7,51.2,69.3,11.7,61.06304079,27,45.6,45.9,3.515263645,64.6,4.5,39.1,51.6,NA,15.7,60.1,13,49758,358.7
165.3,44,60,21.9,43.12035159,104,40.3,46.6,4.689366786,38.6,10.5,35.7,29.6,NA,7.5,46,39,37344,463.4
177.9,55.3,72.7,12.9,52.27663799,236,38.3,40.4,7.218949743,55.8,5.1,36.8,31.9,NA,13.4,63.7,94,50043,487.5
206.2,NA,52.7,26.4,45.68305405,228,39.8,41.8,4.348232654,47.8,10.3,39.6,39.4,NA,7.7,NA,109,34949,428.1
187.5,28.7,47.1,29.7,38.23678433,91,38.6,41.4,10.6400665,37.7,10.9,25.2,24,NA,12.5,44,39,30349,437.6
177.4,NA,64,16,56.86300118,117,42.6,45.1,6.179775281,54.6,4.2,38.8,35.6,NA,14,NA,54,46484,393.8
165.7,NA,57.5,15.8,50.4853129,296,42.4,45.1,6.476142726,51.6,7.9,28.1,35.9,NA,17.6,52.2,124,46867,409.2
150.7,58.6,69.9,10.5,57.01953465,883,33.3,34.4,6.80980854,55,6.6,27,30.9,48.6,17.8,63.1,329,61501,389.5
198.5,31.6,50.1,27,36.87986015,257,37.6,41.4,6.678752027,37.7,12.2,37.6,40.1,31.9,8.2,49.6,106,33609,490.4
151.6,39.5,52.1,24.9,47.26089934,102,34.9,36.3,8.618283322,39.9,7,33.1,40.9,NA,6.3,39.3,45,40680,341
212.3,33.3,46.8,32.9,35.79382487,194,38.2,44.1,3.939346569,37.8,11.3,35.9,44.7,36.3,11.1,41.4,89,32327,470
161.8,NA,70.4,13.6,49.70554711,118,40.5,42.5,3.67487328,52.2,3.8,33.7,31.5,50.7,20.4,63,55,45945,383.6
208,42.3,57.5,21.7,45.89769997,179,35.7,40,7.155147691,46.6,9.2,41.1,36.5,31.5,9.7,52.3,78,37968,499.6
216.7,40.6,53.3,24.7,51.63615956,345,37.8,39.4,5.76001128,52.9,12.4,37.9,42.1,36.1,6.8,47,138,34678,531.7
206.3,55.7,71.6,11.2,56.82749921,149,41,43,6.172839506,57.8,6,44.3,40.4,NA,10.3,59.3,69,50731,460.9
215.8,45.3,59.8,17.2,49.65291169,237,40.3,43.6,3.383937884,50.8,11.7,43.1,45.1,NA,8.5,51.9,111,41940,473.4
205,43.9,57.4,21.9,44.7804878,34,39,48.3,7.282913165,39.8,12.7,35.2,41,NA,8.4,49.2,15,36891,459.8
159.7,50.9,69.1,14.1,47.95056395,494,35.8,38.7,5.830321072,49.9,4.8,28.1,31,NA,18.6,64.6,187,48379,442.5
200.3,40,58.1,18.7,52.96638102,174,38.8,42.5,3.906472769,52.7,7.6,42.1,38.1,NA,8.5,49.5,83,37831,422.1
175.4,55.2,65.6,11,62.54724327,605,34.5,36.5,5.889593045,57.6,6.5,29.7,34.4,NA,14.9,62.7,236,61157,436.2
182.6,54.5,70.1,10.9,56.88094652,935,37.6,40,3.920755108,53.4,10.7,30.7,35.4,NA,16.7,55.7,357,58539,471.3
149.4,41.1,55.6,15.9,51.88980184,144,37.5,38.4,4.427409262,51.7,10.7,33.3,28.9,NA,8.1,NA,47,37667,461.3
157.6,49.8,76,13.5,56.26874625,1962.667684,50.3,50.9,8.463949843,60.7,3.2,35.3,37.2,NA,13,59.4,13,41303,453.5494221
193.9,NA,68.7,12.6,53.92081079,167,37.2,40.1,5.349679576,52.6,7.3,45.6,42.3,33.4,10.4,59.8,76,49945,441.5
136.5,56.2,74,11,53.83647799,49,44.8,44.8,8.33867864,56.4,4.7,36.6,34.4,NA,11.7,61.9,16,50286,470
188.3,49.3,69.6,12.1,51.95520796,91,40.3,45.7,5.186500888,53.9,8.6,38.8,40.7,NA,12.6,NA,40,50877,468.7
203.3,30,43.9,25.9,48.67392304,216,39.2,41.2,4.691483937,45.8,11.8,37,35.2,25.5,7,42,101,37065,440.9
120.2,54.6,74,10.7,59.54720205,40,47.6,50.9,6.35451505,67,1.7,37,22.7,NA,14.8,NA,13,49517,432.5
159.3,33.7,48.4,28.8,43.59130303,95,38.9,44.8,4.200664853,46.9,17,38,35.9,34.7,9,45.4,32,32903,469
222.4,NA,69.8,12.2,49.06037585,34,45.3,48.3,7.641509434,56.1,4.3,42.1,43.6,NA,15.8,NA,21,45997,372.9
175.6,NA,70.9,13,46.41804377,1962.667684,36.8,39.1,6.843609637,48.9,5,33.5,29.4,NA,15.2,65,118,48460,453.5494221
209.5,41.6,59.6,20.6,50.71046319,168,42.3,44.1,3.66910141,51.6,10.3,47.5,42.5,NA,7.8,41.2,78,35799,463.4
195,NA,51.8,30.7,46.86360321,49,38.9,41.2,2.918781726,39.7,6.7,50,37.7,30.3,5.7,32.9,21,32722,451.7
169.2,49.8,65.2,15.3,55.58980682,203,39,40.4,7.427277062,54.9,7,32.1,37.1,38.3,14.7,58.8,84,57378,428.1
215.9,NA,40,25.1,40.29543112,50,42,45.5,5.860805861,42.1,12.4,44.5,37.7,17,7.7,43.7,22,29969,492.6
164.4,52.7,70.8,11.7,58.74613003,142,42.8,46.2,4.376511986,60.3,6.2,45.5,45.5,NA,10.9,55.1,54,48994,457
163.4,44.5,59.5,16.6,58.39832034,51,41.6,42.9,3.533190578,58.2,9.7,44.8,27.2,NA,10.8,47.8,18,43201,462.3
168.6,61,75.5,13.3,48.27492529,376,36.8,39.4,6.328460877,49.3,4.9,31.1,29.9,NA,21,59.1,139,51885,458.6
123.2,38,58.6,14.3,54.17744518,1869,46.7,50.2,5.163886194,54.4,7.8,26.7,38.9,36.1,19.8,NA,756,58403,346.3
174.1,54.3,73,11.3,58.91069283,71,42.8,44.2,6.414219475,59.7,5.1,46.7,42.3,NA,7.4,58,30,47217,412.1
193.2,40.6,57.9,24.6,50.55243994,309,42.4,44.9,3.66841353,53.2,8.1,38.9,35.9,NA,10.7,49.2,152,34354,409
194.2,NA,59.8,20.5,47.92326567,335,43.6,47.5,6.007452513,52,10,34.1,40.7,NA,7.3,49.9,155,34842,437.1
209.2,46.5,63.1,19.2,50.80108455,66,38.5,44,7.829010567,54.6,4.5,39.3,27,55,10.3,52.9,33,37911,444.5
186.9,NA,61.9,18.9,56.32238242,129,45.1,46.2,5.057135911,58.7,6.3,39,46.7,NA,12.4,53.7,55,42125,438.7
174.2,59,74.1,11.8,51.08794887,428,39.3,41.8,3.238819733,46.7,5.1,33.7,25.6,NA,14.8,55.4,150,51600,505.4
183.1,53,71.8,13.3,52.72202545,122,38.9,42.5,5.797101449,52.1,5.1,37.3,26.6,45,14.6,56.1,49,50347,484.9
184.3,39.6,54.2,25.8,40.73517512,136,39.5,43.5,5.896994065,40.1,13.7,32.9,31.4,NA,9,43.3,58,30056,434.1
188.2,45.2,59.2,18.3,45.65665826,146,42,43.4,4.275724276,45.3,8.3,41.7,22.9,NA,9.7,51.4,54,44469,507.4
204.9,52.7,68.8,12.3,58.12651974,331,34.2,36.5,7.028310079,58.3,5.9,34,37.9,NA,13.7,59.5,135,54459,492.3
172.2,47.2,66.4,18.5,45.91512498,517,39,44.1,4.613602728,44.2,10,42,30,NA,9.2,48,183,39808,519.3
203.2,NA,51.4,22.3,51.18215461,129,37.1,41.5,4.867486575,51.1,10.2,33.9,33,NA,6.9,47.5,63,34794,428.8
215.7,39.8,57,19.9,47.2534908,272,40.4,43.9,4.6247512,50,10,34.4,32.4,NA,10,48.5,119,37758,509.8
177.1,55.2,67,18.6,39.73199772,3314,36.1,36.9,4.640520349,42.3,8.8,18.4,24.9,NA,25.1,62.6,1262,53519,459.5
178.8,NA,58,21.7,50.98381071,57,49.2,50.6,3.829787234,53.6,9.3,45.7,44.6,NA,6.1,42.8,30,33986,372.7
238.8,15.7,22.3,47.4,26.67153818,25,22.8,25.2,13.07106599,28.5,25.4,22.2,31.1,NA,10.3,46.5,13,27481,414.3
152,54.9,71.4,10.8,54.58467264,158,42.3,44.6,5.701401192,56.3,3.8,28.5,29.1,53.2,17.5,64.5,61,55354,411.3
214.5,43.5,55.6,22.1,49.6785361,69,38.4,42.7,6.736458807,52.8,11.2,34.5,25.8,63,12.1,45.4,28,34073,549.9
162,54.4,74.2,9.1,56.51685393,39,42.7,46.5,6.165540541,61.6,3.3,37.6,40.1,NA,13.6,66.1,17,51423,432.9
174.4,61.5,76.1,11.6,58.87762001,100,38.9,40.8,5.280764636,59.5,4.2,44.4,40.6,37.4,10.9,62.1,42,50548,437.7
165.9,40,58.7,17.5,55.01868316,130,38.9,41.8,6.596537366,49.6,10.4,40,30.7,41.7,8.7,NA,48,41268,480.9
195.5,NA,72.5,10.9,52.6754386,109,40.9,44.7,8.025966362,56.5,7.7,38.6,44.7,NA,13.7,61,43,55193,512.9
205.1,37.9,50.5,26.5,45.0853781,107,36.5,38.7,6.243007384,44.7,13.7,36.8,36.5,41.7,8.6,43.9,48,31835,461.3
175,37.1,55.7,22.6,58.26415094,78,46.4,48.7,8.096280088,62.2,7.6,43,42.9,36.2,7.3,44.9,35,33347,394.1
193.7,49.6,64.5,12.1,57.50165909,244,37.2,39.7,4.518903132,56.4,4.3,37.7,38.9,NA,12.7,57.4,114,51199,416.7
138.2,60.8,76.1,9.2,61.73052088,16,36.8,41.4,5.678233438,62.7,2.6,35,29.1,NA,14.2,68.3,10,55955,221.5
186.4,38.1,54,21.8,52.74376066,205,41.7,43,8.01384083,53.6,8.9,33.1,35.1,NA,9.9,51.9,91,41521,440.9
189,61.6,73.6,14.4,52.67666271,1721,35.2,37.7,5.479735318,50.5,7.2,34,33.7,NA,18.4,60.6,706,58558,458.9
165.5,51,69.4,14.1,53.57017359,416,36.4,38.5,4.832893816,51.8,10.8,26.8,27.6,57.3,18.1,53.4,153,52626,469.8
168.9,50.3,65.2,17.5,45.15519372,409,41.2,43.7,5.282054823,49,6.1,31.3,35.6,NA,13.6,55.2,150,41216,484.1
166,NA,65.4,15.4,45.20183955,1962.667684,36.8,38.4,5.642578635,47,9.1,24,28.7,NA,18.2,59.6,727,52862,453.5494221
167.8,NA,50.5,31,36.04204568,84,33.9,42.8,2.688172043,28.5,7.3,33.4,31.9,39,10.6,41.9,34,32285,404.4
192.4,43.6,58.2,17.8,55.70193495,30,40.2,42.7,5.31996916,58.9,9.2,40.7,39.5,NA,12,53.9,16,41469,376.6
155.6,48.9,65.2,14.3,58.77796327,178,36.5,40.3,9.143368819,54.3,6.6,31.9,33.3,39.5,13.2,52.4,82,53440,343.3
157,60.9,76.2,8.9,56.25967592,120,42.1,43.4,5.031948882,58.7,4.7,36.3,50.1,NA,15.5,NA,46,58419,424.1
171,52.3,67.1,12.3,53.82250461,192,38.1,42.3,6.749577397,53.1,6.9,44.2,32.7,43,10.6,57.9,82,46945,420
165.9,NA,75.2,10.8,53.3734194,471,43,45.6,5.10901206,55.7,5.7,39.9,37.7,NA,14.2,NA,188,48430,440.1
204.5,NA,59.8,19.1,50.04163197,155,39.1,41.6,4.405016825,51.5,9.4,39.8,40,40.3,8.4,50.2,69,39303,467.1
172.9,62.2,76.3,12.1,47.64356895,891,37.1,38.5,4.928895838,48.7,4.7,34,28.2,57.3,18.8,62.7,332,52711,483.9
150.9,43.8,60.8,19.3,47.81021898,93,44.2,46.5,5.434122647,53.3,8.6,37.2,35.3,NA,11,52.4,30,41209,468
192.8,51.8,65.6,13.4,38.67835596,117,35.3,39.7,6.642835865,41.3,6.7,30.4,30.6,NA,15.3,58.8,59,44537,401.9
161.1,33.3,50.6,22.4,47.82468579,41,46.8,49.5,4.978354978,48.2,12.2,31.2,24.7,NA,11.5,38,19,39992,358.2
166.1,38.5,53.7,23.8,48.47890088,41,37.6,42.1,6.093432634,52.4,7.1,35.8,38.2,22.3,11.9,51,18,35274,398.1
137.3,41.2,46.4,20.4,43.27147205,11495,37.5,40.5,4.372227998,40.7,10,28.5,29.1,46.9,17.1,56,4052,42754,408
187.2,NA,50.6,19.3,58.61136159,16,36.1,39.4,4.744525547,58.6,5.2,32.7,15.1,11.4,10.9,58.3,8,38655,389.8
187.3,41.8,55.7,18.6,51.53474193,292,37.8,42.1,5.292201918,52.9,7.4,34.7,22.5,NA,10.7,53.7,120,41009,469.5
176.4,50.3,68,12.3,63.72496899,196,44.2,45.5,5.382482466,62.8,8.3,30.8,43.3,NA,15.9,52.3,68,51047,512.6
165.5,59.5,80,10.1,56.37319317,45,45.1,47.1,6.58436214,64.2,2,37.4,36.8,NA,17.4,64.4,15,51837,577
159.2,53,71.6,9.5,53.78479825,90,42,45.6,5.051131082,56.3,6.2,40.5,29.3,NA,13.3,57,35,55008,425.7
172.8,52.5,71.1,15.9,49.62527198,193,42.7,44.2,3.499365035,48.6,10.5,38.5,33.8,NA,11.2,53,73,48718,468.2
159.4,52.7,72.3,13.5,56.74735811,494,43.6,47.1,5.627676205,54,6.9,49.3,44.3,34.2,9.9,51.6,189,45706,455.9
214.4,36.7,49.4,24,52.40585774,219,38.3,40.9,5.913091309,52.6,9.4,39.8,42.7,NA,8.5,46.6,132,36627,362.3
179.2,40.9,57.4,19,44.61615155,56,41.5,45.4,7.259953162,45.8,10.1,36.5,42.1,NA,10,56.7,24,41409,436.4
203,40.7,55.2,27.2,46.52861953,476,37.2,41.4,4.764332654,47.1,9.6,40.5,35.1,NA,8.6,44,198,37625,503
187.9,41,58.6,18.1,57.0751634,89,43.3,44.7,5.657937278,58.4,9.3,47.5,52.1,NA,7.2,47.1,39,37923,438.4
173.6,38.2,54.7,17.8,50.8656873,72,43.6,45.6,8.792924037,54.4,9.7,34.4,38.4,NA,10,45.6,28,35955,481
224.6,30.2,40.3,34.9,45.63246972,209,37.8,40.7,4.863950374,47.5,15.7,40.7,45.2,33.8,5.5,37.8,85,26048,560.5
208.6,47.8,69.2,17,52.71734183,193,39.3,45.4,8.704627559,52.5,5.4,41.7,26.1,NA,8.2,39.7,86,45288,488.1
165.6,54.5,63.1,13.7,64.06140963,15,35.9,43.3,5.249679898,64,1.8,27.2,46.4,NA,8.9,62.3,7,49614,360.8
161.7,50,70.1,14.9,54.79009688,60,45.9,49,6.866666667,61.4,3.3,37.2,32.1,NA,13.3,63.2,25,42745,461.2
202,46.2,63.2,21.3,50.3840183,395,39,42.3,6.933232742,48.1,9.6,42.6,39.5,NA,7.5,47.8,160,-999,502.1
166.4,49.1,66.6,10.3,70.78125,9,35.5,33,7.99086758,62.4,6.2,37.6,18.2,NA,15.2,46.2,4,56772,347.2
161.8,50.2,59.9,16.7,39.00426129,3553,35.4,38.4,5.084469955,39.1,13,28.7,29,NA,19.8,57.7,1272,54603,450.6
194.3,49.5,69.1,13.4,44.34453384,120,45.7,49.4,5.74048913,50,5.7,33.6,48.5,29.8,14.4,54.4,44,48076,526.7
146.4,64.5,80,13,43.27677893,1962.667684,31,33.8,3.977583379,45.1,4.5,27.7,17.7,NA,21.9,68.6,48,49508,453.5494221
171,50.6,65.2,16.3,48.18837711,2265,35.7,38.7,5.355835918,49.4,8.4,25.7,29.3,51.2,18.1,55.1,901,50083,440.7
185.9,50.1,66,14.3,57.9788197,205,38.4,40.9,4.480398258,57.6,6.1,33.1,32.3,NA,11.8,56.8,134,45448,296
198.5,42.2,60.6,23.4,48.84944116,120,39.2,44.5,8.854568855,43.5,9,39.2,32.9,31.7,5.4,37.8,57,36374,425.5
176,47.8,63.9,15.2,53.12265988,104,40.9,44.5,5.732087227,56.2,5.6,43,47.8,29.2,11.5,55.6,43,39005,458.2
208.1,43.4,59,19.2,52.52355316,224,40.8,46.1,6.033920417,53.9,8,35.8,41.1,40.7,8.5,46.2,127,38292,376.4
181.7,36.1,49.3,33.9,38.83188635,158,32.6,36.6,6.812933025,37.6,14.4,31.4,28.8,NA,9.3,46.5,63,34017,460
177.8,53.6,77.6,11.8,53.38283828,1962.667684,48.7,52.4,10.28708134,61.7,2.3,30.8,28.5,NA,18.6,58.2,9,44932,453.5494221
199.2,48.3,63.5,16.9,53.00896287,137,43.5,44.9,5.963302752,53.1,9.3,42.9,41.3,NA,8.1,52.8,65,44851,430.1
166.9,58.4,74.8,15,51.66349565,257,33.2,39.7,5.174434328,48.6,4.6,38.7,23.8,63,13.1,62.2,108,46972,428.2
208.7,39.8,57.9,18.2,55.69105691,22,39,41.9,7.524536532,57.8,7.4,45.9,28.3,NA,7.9,54.9,13,34644,368.6
187,48.6,63.8,17.2,45.65002073,1343,41.9,45.3,4.660949114,48.8,7.4,45.2,42.3,32.3,12.1,52.5,549,43160,478.5
178.8,47.8,65.3,13.5,47.86519502,393,44.3,46.9,4.093296262,49.4,6.6,34.2,35.9,NA,18.1,59.3,150,44888,476
166,53.5,71.7,12.3,52.1074226,32,39.9,42.2,10.9939759,56,6.1,33.8,17.7,NA,18,67.6,14,53654,403.5
116.7,NA,72.1,10.5,68.73940079,18,38.4,40.2,10.43307087,55.2,2.1,34.3,52.8,NA,16,46,8,64182,275.7
187.3,44.2,58.8,21.8,54.03626428,224,38.7,41.4,7.666385847,55.2,10.8,42.2,39.2,NA,7.8,50.7,99,34614,438.8
159.3,37.7,59.5,15.1,57.97535001,178,51.2,54.5,2.147577093,57.9,13,33.4,34,NA,12.2,39.5,63,40667,471.7
171.7,NA,65.9,13.6,52.79664691,88,50.5,51.1,5.547054323,58.5,7.2,30.2,28.8,NA,18.9,54.1,42,44395,369.9
200.6,47.8,64.9,18.2,46.15847762,814,39.8,42,5.319358009,48.4,10,36.4,34.7,44.1,11.5,54.1,360,42029,471.1
195.1,43.3,61.9,21.1,47.48027903,250,44.6,46.7,4.354354354,52.2,7.2,44,36.6,27.8,11.2,48.2,103,36996,494.9
200.6,48.5,62.5,17.8,55.10159652,179,39.5,40.4,4.775349865,55.4,9.5,43.9,37.4,35,7,51.9,79,43341,443.4
188.7,NA,74.6,13.1,48.58203096,2000,34.1,35.9,6.46314994,51.1,5.8,25.3,29.1,NA,25.1,68.3,778,61028,481.1
172.9,NA,70.3,12.8,52.13282937,618,35,36.7,5.952316445,51,8,29.2,34.3,NA,15.8,59.5,210,56388,483.1
150.3,63.5,80.9,9.6,60.19490255,1962.667684,41.9,43,4.111600587,61.2,6.2,38.9,40.7,45.4,16.1,60.9,14,59160,453.5494221
151.5,34.5,54.3,22,42.32804233,52,52.4,54.9,3.911735206,48.1,15,27,34,NA,14.9,39.9,21,32750,454.7
148.3,45.6,67.9,19.3,50.62906725,74,43.5,47.7,6.811862836,55.6,9.6,37.6,36.9,NA,10.9,55.2,26,42046,482.3
192.1,46.4,63.5,21.5,42.98472784,2484,38,41.1,4.863978687,44.6,13.2,32.8,31.5,NA,12.1,49.2,940,41787,514.3
129.5,48.1,66.8,12.6,53.30958741,46,51.6,52.5,3.238866397,55.3,4.8,35.9,29.5,NA,18.8,57.9,17,41539,378.7
188.5,57.6,76.7,11.3,55.39414973,326,40.9,43.6,5.728614138,56.8,5.8,35.2,33.7,NA,14.5,59.2,130,51025,494.7
160,63,73.8,9.5,58.96067254,3142,35.9,39.1,5.156824131,55,7.9,21.3,33.6,41.5,25.6,62.4,1046,78001,463.3
154.4,38,49.6,18.3,50.63985375,21,36.6,38.7,3.301127214,54.7,10.9,31.9,43.4,NA,12.5,54.7,11,41589,303
188.4,45.7,64.6,15.9,49.76017406,344,40.5,43,5.909161131,46.3,8.3,31.1,28.8,NA,12.6,51.5,124,49342,519.2
158.8,NA,57.7,11.4,61.86285295,31,33.5,34.2,5.57582074,62.2,8.1,29.7,31.1,NA,10.6,61.2,12,60738,412.1
182.8,NA,52.1,21.6,50.52309161,291,31,33.2,7.98203179,49.5,14.8,25,35.5,43.7,9.9,46.4,116,41403,444.6
190.7,48.9,66.7,12.9,54.4216571,91,47,49.5,3.156748911,54.9,6.2,37.9,29.6,34.6,11.1,56.8,40,52582,426.9
104.1,68.5,78.2,14.2,64.39400308,295,25.2,24.9,7.221172023,56.1,5.5,21.9,21.8,64.1,23.9,NA,80,51735,376.1
194.5,NA,60.2,22.9,48.27568997,505,33.2,35,7.523638459,46.6,12.1,35.8,28.4,NA,11.1,53.7,199,43442,481
165,65.1,79.6,8.3,55.39611463,1557,36.9,39.3,4.829985959,52.6,6.8,24.1,32,NA,22.9,64.2,496,72972,497
166,43.4,59.4,14.2,57.26034123,120,36.2,40.7,8.451001054,55.5,10.1,33.1,37.2,NA,11.4,54.4,45,45533,457.5
110.7,33.8,44.7,40.5,47.21984602,22,38.6,30.1,10.31111111,30.9,27,39.1,31.6,45.4,7.8,32.7,7,32570,389.1
151.2,41,62.5,15.7,55.58628319,29,45.6,49.1,9.448818898,60.8,6.3,37.3,30.2,NA,15.3,52.5,10,41595,456.8
207,40.7,52.9,25.5,53.94121576,121,39.2,41.2,4.671312865,50.1,12.2,42,33.5,NA,4.3,45.9,59,34581,422.2
177.7,NA,67.8,11.2,55.78754661,1273,38.7,41,5.430602081,54.3,7.6,27,30.4,NA,20.3,58.5,458,63441,494.5
179,44.2,68.1,11.8,52.33217993,125,-999,49.4,4.021937843,53.7,8.4,34.2,38.9,NA,13.6,52.3,50,48846,472.8
167.6,39.3,64.1,17.3,44.82566766,72,52.6,54.3,4.683342203,51.2,9,45,35.6,NA,13.6,43.8,41,35961,344.3
172.2,52.2,70.1,13.1,53.04143193,229,42.4,44.4,5.996296824,55.4,7.6,39.4,38.4,37.5,11.3,59.1,87,52138,486.3
190.7,40.4,60.5,19.3,53.16042597,86,45.4,48.3,6.07651913,56.8,7.3,49.4,42,47,8.7,48,39,36351,434.6
161.7,48.2,68.4,17.5,50.62934601,1962.667684,42.3,45.3,4.865649964,51,7.4,42.6,40.7,NA,9.1,53,63,42157,453.5494221
